Time (s),Data
44.65557865557866,-0.0075
44.65567765567766,0.0
44.655776655776656,0.0
44.65587565587566,0.0
44.65597465597466,-0.0025
44.65607365607366,-0.005
44.65617265617266,-0.0025
44.656271656271656,-0.0075
44.65637065637066,-0.0025
44.65646965646966,-0.0025
44.65656865656866,-0.005
44.65666765666766,-0.005
44.656766656766656,-0.01
44.65686565686566,-0.005
44.65696465696466,-0.0025
44.65706365706366,0.0
44.65716265716266,0.0
44.65726165726166,-0.005
44.65736065736066,-0.0075
44.65745965745966,-0.005
44.65755865755866,-0.005
44.65765765765766,-0.0075
44.65775665775666,-0.0075
44.65785565785566,-0.005
44.65795465795466,-0.0025
44.65805365805366,0.0025
44.65815265815266,0.0
44.65825165825166,0.0
44.65835065835066,-0.0025
44.65844965844966,0.0
44.65854865854866,-0.0025
44.65864765864766,-0.005
44.658746658746665,-0.005
44.658845658845664,-0.005
44.65894465894466,-0.005
44.65904365904366,0.0
44.65914265914266,0.0
44.659241659241665,0.0
44.659340659340664,-0.0075
44.65943965943966,0.0
44.65953865953866,-0.0025
44.65963765963766,-0.005
44.659736659736666,-0.005
44.659835659835665,-0.005
44.65993465993466,0.0
44.66003366003366,0.0
44.66013266013266,0.0
44.660231660231666,-0.0025
44.660330660330665,-0.0025
44.660429660429664,-0.005
44.66052866052866,-0.0025
44.66062766062766,-0.0025
44.66072666072667,-0.005
44.660825660825665,-0.005
44.660924660924664,-0.0025
44.66102366102366,-0.005
44.66112266112266,-0.0025
44.66122166122167,0.0
44.661320661320666,-0.0025
44.661419661419664,-0.005
44.66151866151866,-0.005
44.66161766161766,-0.005
44.66171666171667,-0.0025
44.661815661815666,0.0
44.661914661914665,-0.0025
44.66201366201366,0.0
44.66211266211266,0.0025
44.66221166221167,-0.005
44.66231066231067,-0.0025
44.662409662409665,-0.0075
44.662508662508664,-0.0025
44.66260766260766,-0.0075
44.66270666270667,-0.005
44.66280566280567,-0.005
44.662904662904666,-0.0075
44.663003663003664,-0.0025
44.66310266310266,-0.0075
44.66320166320167,-0.005
44.66330066330067,-0.005
44.663399663399666,-0.0025
44.663498663498665,-0.005
44.66359766359766,-0.0075
44.66369666369667,-0.0025
44.66379566379567,0.0
44.663894663894666,-0.0025
44.663993663993665,-0.0025
44.664092664092664,0.0
44.66419166419167,0.005
44.66429066429067,0.005
44.66438966438967,0.005
44.664488664488665,0.0025
44.664587664587664,0.005
44.66468666468667,0.0025
44.66478566478567,-0.0025
44.66488466488467,0.0
44.664983664983666,0.0025
44.665082665082664,0.0
44.66518166518167,-0.0025
44.66528066528067,0.0025
44.66537966537967,0.005
44.665478665478666,0.0025
44.665577665577665,0.0025
44.66567666567667,0.005
44.66577566577567,0.0025
44.66587466587467,0.0025
44.66597366597367,0.0
44.66607266607267,0.0025
44.66617166617167,0.0
44.66627066627067,0.0
44.66636966636967,-0.0025
44.66646866646867,-0.0025
44.66656766656767,-0.0025
44.66666666666667,0.0025
44.66676566676567,-0.0025
44.66686466686467,0.005
44.66696366696367,0.005
44.66706266706267,0.0025
44.66716166716167,0.0
44.66726066726067,0.0025
44.66735966735967,-0.005
44.66745866745867,0.0
44.66755766755767,0.0025
44.66765666765667,0.005
44.66775566775567,0.0
44.66785466785467,0.0
44.66795366795367,0.0
44.668052668052674,0.0
44.66815166815167,0.0
44.66825066825067,0.0025
44.66834966834967,-0.0025
44.66844866844867,0.0
44.668547668547674,0.0
44.66864666864667,0.0025
44.66874566874567,0.0
44.66884466884467,0.005
44.66894366894367,0.005
44.669042669042675,0.0025
44.66914166914167,0.0025
44.66924066924067,0.005
44.66933966933967,0.005
44.66943866943867,0.005
44.669537669537675,0.005
44.669636669636674,0.005
44.66973566973567,0.0025
44.66983466983467,0.005
44.66993366993367,0.0025
44.670032670032676,0.0
44.670131670131674,0.0
44.67023067023067,0.005
44.67032967032967,0.0025
44.67042867042867,0.0025
44.670527670527676,0.0025
44.670626670626675,0.005
44.67072567072567,0.0075
44.67082467082467,0.0025
44.67092367092367,0.0025
44.671022671022676,0.0025
44.671121671121675,0.005
44.671220671220674,0.0
44.67131967131967,0.0025
44.67141867141867,-0.0025
44.67151767151768,0.0
44.671616671616675,0.0025
44.671715671715674,0.0025
44.67181467181467,0.0025
44.67191367191367,0.0
44.67201267201268,0.0
44.672111672111676,0.0025
44.672210672210674,-0.0025
44.67230967230967,0.0
44.67240867240867,-0.005
44.67250767250768,-0.005
44.672606672606676,-0.0025
44.672705672705675,-0.0025
44.67280467280467,0.0
44.67290367290367,-0.005
44.67300267300268,-0.005
44.67310167310168,-0.0025
44.673200673200675,0.0
44.673299673299674,-0.0025
44.67339867339868,-0.0025
44.67349767349768,-0.0075
44.67359667359668,-0.0025
44.673695673695676,-0.0025
44.673794673794674,0.0
44.67389367389368,0.0
44.67399267399268,-0.005
44.67409167409168,-0.005
44.674190674190676,-0.005
44.674289674289675,0.0
44.67438867438868,0.0025
44.67448767448768,0.0
44.67458667458668,0.0
44.674685674685676,0.0
44.674784674784675,0.0
44.67488367488368,0.0
44.67498267498268,0.0
44.67508167508168,0.0
44.67518067518068,0.0
44.675279675279675,-0.0025
44.67537867537868,-0.0025
44.67547767547768,-0.0025
44.67557667557668,-0.0025
44.67567567567568,-0.0025
44.675774675774676,-0.005
44.67587367587368,-0.005
44.67597267597268,-0.005
44.67607167607168,-0.0075
44.67617067617068,-0.005
44.676269676269676,-0.005
44.67636867636868,-0.0075
44.67646767646768,-0.0025
44.67656667656668,-0.0025
44.67666567666568,-0.0025
44.67676467676468,-0.0025
44.67686367686368,-0.005
44.67696267696268,-0.005
44.67706167706168,-0.005
44.67716067716068,-0.005
44.67725967725968,-0.0025
44.67735867735868,-0.005
44.67745767745768,-0.0025
44.67755667755668,0.0
44.67765567765568,-0.0025
44.67775467775468,-0.005
44.67785367785368,-0.0025
44.67795267795268,-0.0025
44.67805167805168,0.0025
44.67815067815068,0.0
44.67824967824968,0.0
44.678348678348684,-0.0025
44.67844767844768,-0.0025
44.67854667854668,-0.0025
44.67864567864568,-0.0075
44.67874467874468,-0.005
44.678843678843684,-0.0025
44.67894267894268,0.0
44.67904167904168,-0.005
44.67914067914068,0.0025
44.67923967923968,-0.0025
44.679338679338684,-0.0025
44.67943767943768,-0.005
44.67953667953668,-0.005
44.67963567963568,-0.0075
44.67973467973468,-0.0075
44.679833679833685,-0.0025
44.67993267993268,-0.0025
44.68003168003168,-0.005
44.68013068013068,-0.0075
44.68022968022969,0.0
44.680328680328685,-0.0025
44.680427680427684,-0.005
44.68052668052668,-0.005
44.68062568062568,-0.005
44.68072468072469,0.0
44.680823680823686,-0.0025
44.680922680922684,-0.005
44.68102168102168,-0.0025
44.68112068112068,-0.0025
44.68121968121969,-0.0025
44.681318681318686,-0.0025
44.681417681417685,0.0
44.68151668151668,0.0
44.68161568161568,0.0
44.68171468171469,0.0
44.681813681813686,-0.0025
44.681912681912685,-0.0025
44.682011682011684,0.0
44.68211068211068,0.0
44.68220968220969,-0.0025
44.68230868230869,0.0025
44.682407682407685,0.0025
44.682506682506684,0.0
44.68260568260568,0.0
44.68270468270469,-0.0075
44.68280368280369,-0.0025
44.682902682902686,-0.005
44.683001683001685,-0.0025
44.68310068310068,-0.0025
44.68319968319969,-0.005
44.68329868329869,-0.0075
44.683397683397686,-0.005
44.683496683496685,-0.01
44.683595683595684,-0.005
44.68369468369469,-0.0025
44.68379368379369,-0.005
44.68389268389269,-0.0075
44.683991683991685,-0.0075
44.684090684090684,-0.005
44.68418968418969,-0.005
44.68428868428869,-0.0025
44.68438768438769,0.0
44.684486684486686,0.0025
44.684585684585684,-0.0025
44.68468468468469,0.0025
44.68478368478369,0.0
44.68488268488269,-0.0025
44.684981684981686,0.0
44.685080685080685,0.0
44.68517968517969,-0.005
44.68527868527869,0.0025
44.68537768537769,0.005
44.68547668547669,0.005
44.685575685575685,0.0025
44.68567468567469,-0.0025
44.68577368577369,0.0
44.68587268587269,0.0075
44.68597168597169,0.0025
44.686070686070686,0.005
44.68616968616969,0.0
44.68626868626869,0.0025
44.68636768636769,-0.0025
44.68646668646669,-0.005
44.686565686565686,0.0025
44.68666468666469,0.0025
44.68676368676369,0.0
44.68686268686269,-0.0025
44.68696168696169,0.0
44.687060687060686,-0.0025
44.68715968715969,0.0025
44.68725868725869,0.005
44.68735768735769,0.005
44.68745668745669,0.0025
44.687555687555694,0.0025
44.68765468765469,0.005
44.68775368775369,0.005
44.68785268785269,-0.0025
44.68795168795169,0.0025
44.688050688050694,0.0
44.68814968814969,-0.0025
44.68824868824869,0.0
44.68834768834769,-0.0025
44.68844668844669,-0.0025
44.688545688545695,0.0
44.68864468864469,0.0
44.68874368874369,-0.005
44.68884268884269,-0.005
44.68894168894169,-0.0025
44.689040689040695,-0.0025
44.689139689139694,0.0
44.68923868923869,0.0025
44.68933768933769,0.0
44.68943668943669,0.0
44.689535689535695,0.005
44.689634689634694,-0.0025
44.68973368973369,0.0
44.68983268983269,-0.0025
44.68993168993169,0.0
44.690030690030696,-0.0025
44.690129690129694,-0.0025
44.69022869022869,0.0025
44.69032769032769,0.0025
44.69042669042669,0.0025
44.690525690525696,0.0
44.690624690624695,0.0025
44.69072369072369,0.005
44.69082269082269,0.005
44.69092169092169,0.0
44.6910206910207,0.005
44.691119691119695,0.0075
44.691218691218694,0.0075
44.69131769131769,0.005
44.69141669141669,0.0075
44.6915156915157,0.005
44.691614691614696,0.0075
44.691713691713694,0.01
44.69181269181269,0.0075
44.69191169191169,0.01
44.6920106920107,0.015
44.692109692109696,0.012499999
44.692208692208695,0.012499999
44.69230769230769,0.0175
44.69240669240669,0.0175
44.6925056925057,0.0175
44.6926046926047,0.012499999
44.692703692703695,0.015
44.692802692802694,0.015
44.69290169290169,0.015
44.6930006930007,0.015
44.6930996930997,0.015
44.693198693198696,0.015
44.693297693297694,0.02
44.69339669339669,0.022499999
44.6934956934957,0.022499999
44.6935946935947,0.022499999
44.693693693693696,0.022499999
44.693792693792695,0.02
44.69389169389169,0.0275
44.6939906939907,0.022499999
44.6940896940897,0.022499999
44.694188694188696,0.0275
44.694287694287695,0.024999999
44.694386694386694,0.0275
44.6944856944857,0.03
44.6945846945847,0.03
44.6946836946837,0.03
44.694782694782695,0.0325
44.6948816948817,0.035
44.6949806949807,0.035
44.6950796950797,0.037499998
44.6951786951787,0.037499998
44.695277695277696,0.035
44.6953766953767,0.037499998
44.6954756954757,0.04
44.6955746955747,0.04
44.6956736956737,0.044999998
44.695772695772696,0.044999998
44.6958716958717,0.049999997
44.6959706959707,0.04
44.6960696960697,0.0425
44.6961686961687,0.044999998
44.6962676962677,0.049999997
44.6963666963667,0.0475
44.6964656964657,0.049999997
44.6965646965647,0.0525
44.6966636966637,0.049999997
44.6967626967627,0.049999997
44.6968616968617,0.055
44.6969606969607,0.0525
44.6970596970597,0.0525
44.6971586971587,0.06
44.6972576972577,0.057499997
44.6973566973567,0.06
44.6974556974557,0.0525
44.6975546975547,0.057499997
44.6976536976537,0.06
44.6977526977527,0.0625
44.6978516978517,0.055
44.6979506979507,0.057499997
44.6980496980497,0.06
44.6981486981487,0.0625
44.6982476982477,0.067499995
44.698346698346704,0.067499995
44.6984456984457,0.067499995
