Time (s),Data
160.64409464409465,0.0
160.64419364419365,-0.0025
160.64429264429265,-0.0025
160.64439164439165,-0.005
160.64449064449065,-0.0075
160.64458964458964,-0.01
160.64468864468864,-0.0075
160.64478764478764,-0.0025
160.64488664488667,-0.0025
160.64498564498567,-0.0025
160.64508464508467,-0.0025
160.64518364518366,-0.0025
160.64528264528266,0.0
160.64538164538166,-0.0025
160.64548064548066,-0.0075
160.64557964557966,-0.005
160.64567864567866,-0.0075
160.64577764577766,-0.0075
160.64587664587665,-0.01
160.64597564597565,-0.005
160.64607464607465,-0.0075
160.64617364617365,-0.0075
160.64627264627265,-0.01
160.64637164637165,-0.012499999
160.64647064647065,-0.01
160.64656964656965,-0.0075
160.64666864666864,-0.005
160.64676764676764,-0.0075
160.64686664686667,-0.0075
160.64696564696567,-0.01
160.64706464706467,-0.01
160.64716364716367,-0.0075
160.64726264726266,-0.01
160.64736164736166,-0.005
160.64746064746066,-0.0075
160.64755964755966,-0.0075
160.64765864765866,-0.01
160.64775764775766,-0.0075
160.64785664785666,0.0
160.64795564795565,-0.0075
160.64805464805465,-0.0075
160.64815364815365,-0.012499999
160.64825264825265,-0.0025
160.64835164835165,-0.0075
160.64845064845065,-0.0075
160.64854964854965,-0.005
160.64864864864865,-0.0075
160.64874764874767,-0.005
160.64884664884667,-0.0075
160.64894564894567,-0.005
160.64904464904467,-0.0075
160.64914364914367,-0.01
160.64924264924267,-0.0075
160.64934164934166,-0.01
160.64944064944066,-0.0075
160.64953964953966,-0.0075
160.64963864963866,0.0
160.64973764973766,-0.01
160.64983664983666,-0.0075
160.64993564993566,-0.0075
160.65003465003466,-0.012499999
160.65013365013365,-0.01
160.65023265023265,-0.015
160.65033165033165,-0.01
160.65043065043065,-0.01
160.65052965052965,-0.0025
160.65062865062865,0.0
160.65072765072767,-0.005
160.65082665082667,-0.0075
160.65092565092567,-0.005
160.65102465102467,-0.01
160.65112365112367,-0.0025
160.65122265122267,-0.0025
160.65132165132167,-0.005
160.65142065142066,-0.0025
160.65151965151966,-0.0075
160.65161865161866,-0.0075
160.65171765171766,-0.0025
160.65181665181666,-0.0025
160.65191565191566,0.0
160.65201465201466,-0.005
160.65211365211366,-0.01
160.65221265221265,-0.0075
160.65231165231165,-0.005
160.65241065241065,0.0
160.65250965250965,-0.005
160.65260865260865,0.0
160.65270765270768,0.0
160.65280665280667,-0.005
160.65290565290567,-0.005
160.65300465300467,-0.0075
160.65310365310367,-0.0025
160.65320265320267,-0.0025
160.65330165330167,-0.005
160.65340065340067,-0.0025
160.65349965349967,-0.0025
160.65359865359866,-0.0025
160.65369765369766,0.0
160.65379665379666,0.0
160.65389565389566,0.0
160.65399465399466,0.0025
160.65409365409366,0.0025
160.65419265419266,0.0025
160.65429165429165,0.0025
160.65439065439065,0.0025
160.65448965448965,0.005
160.65458865458868,0.0
160.65468765468768,0.0
160.65478665478668,0.0
160.65488565488567,0.0
160.65498465498467,0.0025
160.65508365508367,0.0
160.65518265518267,0.0025
160.65528165528167,0.0
160.65538065538067,-0.005
160.65547965547967,0.0
160.65557865557867,-0.0025
160.65567765567766,0.0
160.65577665577666,0.0
160.65587565587566,-0.0025
160.65597465597466,-0.0025
160.65607365607366,0.0
160.65617265617266,0.0
160.65627165627166,0.0
160.65637065637065,0.0025
160.65646965646965,0.005
160.65656865656868,0.0
160.65666765666768,0.005
160.65676665676668,0.0
160.65686565686568,-0.0025
160.65696465696467,-0.0025
160.65706365706367,0.0
160.65716265716267,0.0
160.65726165726167,-0.0025
160.65736065736067,0.0
160.65745965745967,0.005
160.65755865755867,0.005
160.65765765765767,0.005
160.65775665775666,0.0
160.65785565785566,-0.0025
160.65795465795466,0.0
160.65805365805366,-0.005
160.65815265815266,-0.0025
160.65825165825166,0.0
160.65835065835066,0.0
160.65844965844965,0.0
160.65854865854868,-0.0025
160.65864765864768,0.005
160.65874665874668,0.0025
160.65884565884568,0.0
160.65894465894468,0.0
160.65904365904368,0.0
160.65914265914267,0.0
160.65924165924167,-0.0025
160.65934065934067,0.0
160.65943965943967,0.0
160.65953865953867,0.0
160.65963765963767,0.0
160.65973665973667,0.0025
160.65983565983566,0.0025
160.65993465993466,0.0
160.66003366003366,-0.0025
160.66013266013266,0.0
160.66023166023166,0.0025
160.66033066033066,0.0025
160.66042966042966,0.0025
160.66052866052868,0.005
160.66062766062768,0.0025
160.66072666072668,0.0025
160.66082566082568,0.0025
160.66092466092468,-0.0025
160.66102366102368,-0.0025
160.66112266112268,-0.0025
160.66122166122167,-0.005
160.66132066132067,0.0025
160.66141966141967,0.0075
160.66151866151867,0.0075
160.66161766161767,0.0025
160.66171666171667,0.0025
160.66181566181567,0.0
160.66191466191466,-0.0075
160.66201366201366,-0.0075
160.66211266211266,-0.005
160.66221166221166,-0.0075
160.66231066231066,-0.0075
160.6624096624097,-0.012499999
160.66250866250869,-0.012499999
160.66260766260768,-0.0075
160.66270666270668,-0.005
160.66280566280568,-0.005
160.66290466290468,-0.0075
160.66300366300368,-0.01
160.66310266310268,-0.01
160.66320166320168,-0.01
160.66330066330067,-0.01
160.66339966339967,-0.0075
160.66349866349867,-0.0025
160.66359766359767,-0.005
160.66369666369667,-0.005
160.66379566379567,-0.005
160.66389466389467,-0.0025
160.66399366399366,-0.005
160.66409266409266,-0.0025
160.66419166419166,-0.005
160.66429066429066,-0.0075
160.6643896643897,-0.0025
160.6644886644887,-0.0025
160.66458766458769,-0.0025
160.66468666468668,0.0
160.66478566478568,-0.0025
160.66488466488468,-0.0025
160.66498366498368,-0.005
160.66508266508268,-0.0025
160.66518166518168,-0.0025
160.66528066528068,0.0
160.66537966537967,-0.0025
160.66547866547867,-0.0025
160.66557766557767,-0.0025
160.66567666567667,-0.0025
160.66577566577567,0.0
160.66587466587467,-0.005
160.66597366597367,-0.0025
160.66607266607267,0.0
160.66617166617166,-0.005
