Tiempo (s),Datos
298.9617913886622,-0.01
298.9618393894302,-0.01
298.9618873901982,-0.012499999
298.96193539096623,-0.01
298.96198339173424,-0.012499999
298.96203139250224,-0.01
298.9620793932703,-0.01
298.9621273940383,-0.01
298.9621753948063,-0.012499999
298.9622233955743,-0.01
298.9622713963423,-0.0075
298.9623193971103,-0.01
298.9623673978783,-0.01
298.9624153986464,-0.01
298.9624633994144,-0.01
298.9625114001824,-0.01
298.9625594009504,-0.0075
298.9626074017184,-0.01
298.9626554024864,-0.01
298.9627034032544,-0.01
298.96275140402247,-0.01
298.9627994047905,-0.01
298.9628474055585,-0.0075
298.9628954063265,-0.0075
298.9629434070945,-0.01
298.9629914078625,-0.012499999
298.9630394086305,-0.0075
298.96308740939855,-0.01
298.96313541016656,-0.01
298.96318341093456,-0.01
298.96323141170257,-0.01
298.96327941247057,-0.012499999
298.9633274132386,-0.01
298.9633754140066,-0.01
298.96342341477464,-0.01
298.96347141554264,-0.0075
298.96351941631065,-0.01
298.96356741707865,-0.01
298.96361541784665,-0.012499999
298.96366341861466,-0.01
298.9637114193827,-0.01
298.9637594201507,-0.01
298.9638074209187,-0.01
298.96385542168673,-0.01
298.96390342245473,-0.01
298.96395142322274,-0.01
298.96399942399074,-0.01
298.9640474247588,-0.01
298.9640954255268,-0.01
298.9641434262948,-0.01
298.9641914270628,-0.012499999
298.9642394278308,-0.012499999
298.9642874285988,-0.01
298.9643354293668,-0.012499999
298.9643834301349,-0.01
298.9644314309029,-0.012499999
298.9644794316709,-0.01
298.9645274324389,-0.012499999
298.9645754332069,-0.012499999
298.9646234339749,-0.01
298.9646714347429,-0.01
298.964719435511,-0.012499999
298.964767436279,-0.01
298.964815437047,-0.01
298.964863437815,-0.0075
298.964911438583,-0.01
298.964959439351,-0.01
298.965007440119,-0.01
298.96505544088706,-0.0075
298.96510344165506,-0.0075
298.96515144242306,-0.0075
298.96519944319107,-0.01
298.9652474439591,-0.0075
298.9652954447271,-0.01
298.96534344549514,-0.0075
298.96539144626314,-0.012499999
298.96543944703114,-0.0075
298.96548744779915,-0.01
298.96553544856715,-0.0075
298.96558344933516,-0.01
298.96563145010316,-0.0075
298.9656794508712,-0.01
298.9657274516392,-0.0075
298.96577545240723,-0.01
298.96582345317523,-0.01
298.96587145394324,-0.012499999
298.96591945471124,-0.01
298.96596745547924,-0.012499999
298.9660154562473,-0.012499999
298.9660634570153,-0.01
298.9661114577833,-0.01
298.9661594585513,-0.01
298.9662074593193,-0.01
298.9662554600873,-0.01
298.96630346085533,-0.0075
298.9663514616234,-0.01
298.9663994623914,-0.01
298.9664474631594,-0.01
298.9664954639274,-0.01
298.9665434646954,-0.01
298.9665914654634,-0.01
298.9666394662314,-0.01
298.9666874669995,-0.012499999
298.9667354677675,-0.01
298.9667834685355,-0.01
298.9668314693035,-0.01
298.9668794700715,-0.012499999
298.9669274708395,-0.01
298.96697547160755,-0.01
298.96702347237556,-0.01
298.96707147314356,-0.01
298.96711947391157,-0.0075
298.96716747467957,-0.01
298.9672154754476,-0.01
298.9672634762156,-0.01
298.96731147698364,-0.01
298.96735947775164,-0.01
298.96740747851965,-0.01
298.96745547928765,-0.012499999
298.96750348005565,-0.01
298.96755148082366,-0.01
298.96759948159166,-0.012499999
298.9676474823597,-0.01
298.9676954831277,-0.01
298.96774348389573,-0.01
298.96779148466373,-0.012499999
298.96783948543174,-0.012499999
298.96788748619974,-0.0075
298.96793548696775,-0.01
298.9679834877358,-0.005
298.9680314885038,-0.01
298.9680794892718,-0.0075
298.9681274900398,-0.012499999
298.9681754908078,-0.0075
298.9682234915758,-0.01
298.96827149234383,-0.01
298.9683194931119,-0.01
298.9683674938799,-0.01
298.9684154946479,-0.0075
298.9684634954159,-0.01
298.9685114961839,-0.01
298.9685594969519,-0.01
298.96860749772,-0.01
298.968655498488,-0.012499999
298.968703499256,-0.01
298.968751500024,-0.01
298.968799500792,-0.01
298.96884750156,-0.0075
298.968895502328,-0.01
298.96894350309606,-0.01
298.96899150386406,-0.01
298.96903950463206,-0.01
298.96908750540007,-0.012499999
298.9691355061681,-0.01
298.9691835069361,-0.01
298.9692315077041,-0.01
298.96927950847214,-0.01
298.96932750924014,-0.012499999
298.96937551000815,-0.01
298.96942351077615,-0.012499999
298.96947151154416,-0.01
298.96951951231216,-0.01
298.96956751308016,-0.01
298.9696155138482,-0.012499999
298.96966351461623,-0.01
298.96971151538423,-0.01
298.96975951615224,-0.01
298.96980751692024,-0.012499999
298.96985551768825,-0.01
298.96990351845625,-0.012499999
298.9699515192243,-0.01
298.9699995199923,-0.012499999
298.9700475207603,-0.01
298.9700955215283,-0.012499999
298.9701435222963,-0.01
298.97019152306433,-0.01
298.9702395238324,-0.01
298.9702875246004,-0.01
298.9703355253684,-0.01
298.9703835261364,-0.0075
298.9704315269044,-0.01
298.9704795276724,-0.01
298.9705275284404,-0.01
298.9705755292085,-0.012499999
298.9706235299765,-0.01
298.9706715307445,-0.012499999
298.9707195315125,-0.01
298.9707675322805,-0.012499999
298.9708155330485,-0.01
298.9708635338165,-0.01
298.97091153458456,-0.01
298.97095953535256,-0.012499999
298.97100753612057,-0.0075
298.97105553688857,-0.01
298.9711035376566,-0.0075
298.9711515384246,-0.01
298.9711995391926,-0.012499999
298.97124753996064,-0.01
298.97129554072865,-0.01
298.97134354149665,-0.01
298.97139154226466,-0.01
298.97143954303266,-0.01
298.97148754380066,-0.0075
298.97153554456867,-0.01
298.9715835453367,-0.0075
298.97163154610473,-0.01
298.97167954687274,-0.01
298.97172754764074,-0.01
298.97177554840874,-0.0075
298.97182354917675,-0.01
298.9718715499448,-0.01
298.9719195507128,-0.01
298.9719675514808,-0.01
298.9720155522488,-0.01
298.9720635530168,-0.012499999
298.9721115537848,-0.01
298.97215955455283,-0.01
298.9722075553209,-0.0075
298.9722555560889,-0.012499999
298.9723035568569,-0.01
298.9723515576249,-0.012499999
298.9723995583929,-0.01
298.9724475591609,-0.012499999
298.9724955599289,-0.012499999
298.972543560697,-0.012499999
298.972591561465,-0.01
298.972639562233,-0.01
298.972687563001,-0.012499999
298.972735563769,-0.01
298.972783564537,-0.012499999
298.972831565305,-0.01
298.97287956607306,-0.012499999
298.97292756684107,-0.012499999
298.97297556760907,-0.01
298.9730235683771,-0.01
298.9730715691451,-0.0075
298.9731195699131,-0.0075
298.9731675706811,-0.01
298.97321557144915,-0.01
298.97326357221715,-0.01
298.97331157298515,-0.01
298.97335957375316,-0.01
298.97340757452116,-0.01
298.97345557528917,-0.01
298.9735035760572,-0.01
298.97355157682523,-0.01
298.97359957759323,-0.012499999
298.97364757836124,-0.01
298.97369557912924,-0.012499999
298.97374357989725,-0.01
298.97379158066525,-0.0075
298.9738395814333,-0.0075
298.9738875822013,-0.01
298.9739355829693,-0.01
298.9739835837373,-0.01
298.9740315845053,-0.01
298.97407958527333,-0.01
298.97412758604133,-0.01
298.9741755868094,-0.0075
298.9742235875774,-0.01
298.9742715883454,-0.01
298.9743195891134,-0.01
298.9743675898814,-0.01
298.9744155906494,-0.01
298.9744635914174,-0.01
298.9745115921855,-0.01
298.9745595929535,-0.01
298.9746075937215,-0.01
298.9746555944895,-0.0075
298.9747035952575,-0.012499999
298.9747515960255,-0.01
298.9747995967935,-0.012499999
298.97484759756156,-0.01
298.97489559832957,-0.01
298.97494359909757,-0.01
298.9749915998656,-0.01
298.9750396006336,-0.012499999
298.9750876014016,-0.01
298.97513560216964,-0.01
298.97518360293765,-0.012499999
298.97523160370565,-0.01
298.97527960447366,-0.01
298.97532760524166,-0.012499999
298.97537560600966,-0.012499999
298.97542360677767,-0.012499999
298.9754716075457,-0.01
298.97551960831373,-0.01
298.97556760908174,-0.01
298.97561560984974,-0.01
298.97566361061774,-0.01
298.97571161138575,-0.01
298.97575961215375,-0.0075
298.9758076129218,-0.01
298.9758556136898,-0.0075
298.9759036144578,-0.012499999
298.9759516152258,-0.012499999
298.9759996159938,-0.01
298.97604761676183,-0.012499999
298.97609561752984,-0.01
298.9761436182979,-0.01
298.9761916190659,-0.012499999
298.9762396198339,-0.01
298.9762876206019,-0.01
298.9763356213699,-0.01
298.9763836221379,-0.01
298.9764316229059,-0.0075
298.976479623674,-0.01
298.976527624442,-0.01
298.97657562521,-0.01
298.976623625978,-0.012499999
298.976671626746,-0.01
298.976719627514,-0.01
298.97676762828206,-0.01
298.97681562905007,-0.012499999
298.97686362981807,-0.012499999
298.9769116305861,-0.012499999
298.9769596313541,-0.01
298.9770076321221,-0.01
298.9770556328901,-0.01
298.97710363365815,-0.01
298.97715163442615,-0.012499999
298.97719963519415,-0.01
298.97724763596216,-0.01
298.97729563673016,-0.01
298.97734363749817,-0.01
298.97739163826617,-0.01
298.97743963903423,-0.01
298.97748763980223,-0.01
298.97753564057024,-0.01
298.97758364133824,-0.01
298.97763164210625,-0.012499999
298.97767964287425,-0.012499999
298.97772764364225,-0.01
298.9777756444103,-0.01
298.9778236451783,-0.01
298.9778716459463,-0.01
298.9779196467143,-0.0075
298.97796764748233,-0.01
298.97801564825033,-0.0075
298.97806364901834,-0.012499999
298.9781116497864,-0.0075
298.9781596505544,-0.01
298.9782076513224,-0.0075
298.9782556520904,-0.01
298.9783036528584,-0.0075
298.9783516536264,-0.01
298.9783996543945,-0.0075
298.9784476551625,-0.01
298.9784956559305,-0.0075
298.9785436566985,-0.01
298.9785916574665,-0.0075
298.9786396582345,-0.01
298.9786876590025,-0.0075
298.97873565977056,-0.01
298.97878366053857,-0.012499999
298.9788316613066,-0.012499999
298.9788796620746,-0.01
298.9789276628426,-0.01
298.9789756636106,-0.0075
298.9790236643786,-0.01
298.97907166514665,-0.012499999
298.97911966591465,-0.01
298.97916766668266,-0.012499999
298.97921566745066,-0.01
298.97926366821866,-0.01
298.97931166898667,-0.01
298.9793596697547,-0.01
298.97940767052273,-0.0075
298.97945567129074,-0.01
298.97950367205874,-0.012499999
298.97955167282674,-0.01
298.97959967359475,-0.01
298.97964767436275,-0.01
298.97969567513076,-0.01
298.9797436758988,-0.01
298.9797916766668,-0.01
298.9798396774348,-0.0075
298.97988767820283,-0.01
298.97993567897083,-0.012499999
298.97998367973884,-0.01
298.9800316805069,-0.01
298.9800796812749,-0.01
298.9801276820429,-0.01
298.9801756828109,-0.01
298.9802236835789,-0.01
298.9802716843469,-0.01
298.9803196851149,-0.01
298.980367685883,-0.012499999
298.980415686651,-0.01
298.980463687419,-0.01
298.980511688187,-0.012499999
298.980559688955,-0.01
298.980607689723,-0.012499999
298.980655690491,-0.01
298.98070369125907,-0.01
298.98075169202707,-0.012499999
298.9807996927951,-0.012499999
298.9808476935631,-0.01
298.9808956943311,-0.01
298.9809436950991,-0.012499999
298.9809916958671,-0.01
298.98103969663515,-0.01
298.98108769740315,-0.01
298.98113569817116,-0.012499999
298.98118369893916,-0.01
298.98123169970717,-0.01
298.98127970047517,-0.012499999
298.9813277012432,-0.01
298.98137570201123,-0.012499999
298.98142370277924,-0.0075
298.98147170354724,-0.01
298.98151970431525,-0.0075
298.98156770508325,-0.012499999
298.98161570585125,-0.012499999
298.9816637066193,-0.01
298.9817117073873,-0.01
298.9817597081553,-0.012499999
298.9818077089233,-0.01
298.98185570969133,-0.012499999
298.98190371045933,-0.01
298.98195171122734,-0.012499999
298.9819997119954,-0.0075
298.9820477127634,-0.01
298.9820957135314,-0.0075
298.9821437142994,-0.01
298.9821917150674,-0.0075
298.9822397158354,-0.01
298.9822877166034,-0.012499999
298.9823357173715,-0.01
298.9823837181395,-0.01
298.9824317189075,-0.01
298.9824797196755,-0.01
298.9825277204435,-0.01
298.9825757212115,-0.012499999
298.9826237219795,-0.01
298.98267172274757,-0.0075
298.9827197235156,-0.01
298.9827677242836,-0.01
298.9828157250516,-0.01
298.9828637258196,-0.01
298.9829117265876,-0.01
298.9829597273556,-0.01
298.98300772812365,-0.01
298.98305572889166,-0.01
298.98310372965966,-0.01
298.98315173042766,-0.01
298.98319973119567,-0.01
298.9832477319637,-0.01
298.98329573273173,-0.01
298.98334373349974,-0.012499999
298.98339173426774,-0.01
298.98343973503574,-0.012499999
298.98348773580375,-0.01
298.98353573657175,-0.01
298.98358373733976,-0.01
298.9836317381078,-0.012499999
298.9836797388758,-0.01
298.9837277396438,-0.01
298.98377574041183,-0.012499999
298.98382374117983,-0.01
298.98387174194784,-0.01
298.98391974271584,-0.0075
298.9839677434839,-0.01
298.9840157442519,-0.01
298.9840637450199,-0.01
298.9841117457879,-0.01
298.9841597465559,-0.012499999
298.9842077473239,-0.0075
298.9842557480919,-0.01
298.98430374886,-0.012499999
298.984351749628,-0.01
298.984399750396,-0.01
298.984447751164,-0.01
298.984495751932,-0.01
298.9845437527,-0.01
298.984591753468,-0.0075
298.98463975423607,-0.01
298.9846877550041,-0.0075
298.9847357557721,-0.012499999
298.9847837565401,-0.01
298.9848317573081,-0.012499999
298.9848797580761,-0.01
298.98492775884415,-0.01
298.98497575961215,-0.01
298.98502376038016,-0.01
